"y" "X1" "X2" "X3" "X4" "X5" "X6" "X7" "X8" "X9" "X10" "X11" "X12" "X13" "X14"
0 -0.093605 0.726131 0.241561 1.998682 1.994294 -0.415342 -1.996501 -1.754014 0.238535 -1.053241 1.144126 1.449557 -0.868358 0.961879
0 -1.887427 0.327952 -0.306193 -0.051348 -0.946766 1.928561 0.668661 -1.485257 0.554585 1.478136 3.349509 2.176108 -0.003059 1.294678
0 1.52941 0.971093 0.922112 -1.673439 1.76209 0.250282 -1.004435 -1.998362 -0.29145 0.057473 -1.780772 -1.752232 -1.688665 -0.346181
0 0.386533 -0.770296 0.601744 -1.999873 1.992702 1.788592 0.203251 -1.146624 1.607357 -0.069604 -1.755233 0.489921 -1.160357 -2.321123
0 -0.974709 1.148183 1.311163 -0.808238 -0.325763 1.291471 -1.941506 -1.058941 -0.349659 -0.202945 3.276119 -0.944083 1.781398 -0.098689
0 1.167505 -0.710382 0.265645 -1.747485 1.381449 1.569519 -0.75872 -1.910104 0.390135 0.617839 -0.998821 -1.829024 0.129152 0.433631
0 -0.347682 -0.794947 -0.221105 -1.520228 1.756566 0.516471 -1.87182 -1.555574 0.638548 0.574675 1.022772 0.174699 0.534689 0.468726
0 0.022103 1.273142 -0.132478 -1.224322 1.909353 1.9791 -1.982812 -1.679486 -1.526508 0.48797 0.760266 -3.341852 0.790127 0.164206
0 -2.17275 -0.913075 -2.730571 -0.504023 0.500257 0.031584 0.116585 -0.627201 -1.568222 -1.099254 0.2263 0.337471 -2.40225 -0.479509
0 -2.264322 1.021126 -1.180432 -0.505794 -1.879716 1.936686 -1.76783 -1.824037 -1.001577 -0.430933 0.703162 1.165089 1.40634 0.328027
0 -0.893151 -0.149439 -0.455169 1.090128 1.174032 -0.286381 -1.981249 -1.997451 -1.435416 -0.42609 -0.531605 -0.82652 2.9247 -0.46696
0 1.238538 1.391931 0.58215 -1.521229 -0.331447 0.846061 -0.911627 -1.046932 -0.451481 1.091977 1.694999 -1.657088 -0.97931 -0.201138
0 -0.682259 1.217456 0.946464 -0.232035 1.700734 1.839736 -1.132047 -0.944248 0.835692 -0.546837 -1.543456 -0.804505 -0.723544 1.043063
0 -1.138601 0.303308 -0.509423 0.596144 0.091016 1.008804 1.183129 0.314641 -0.404287 1.130397 -1.938718 0.358991 0.235343 -0.585234
0 0.737069 0.337323 0.779567 -0.758347 0.449879 -0.617052 0.475085 -1.670325 1.593778 -0.627455 -0.025728 -0.755557 0.126204 0.092407
0 -0.176417 -1.642017 0.106722 -1.992503 1.77917 0.775627 -1.687965 -1.27607 1.133908 -0.871636 -0.59491 -0.174116 0.350041 0.900402
0 -0.087668 -0.276692 -0.945139 -1.901434 1.615648 0.476948 -1.994777 -1.844561 0.21607 0.946003 -1.316561 0.665637 -0.582926 0.200895
0 0.536802 -0.233609 0.523085 1.273527 -0.933468 0.431327 -1.548123 -1.861956 -0.62248 -1.028406 -1.422562 0.289253 -0.220329 -0.414626
0 0.14198 1.191246 -0.954641 -1.09916 1.994338 0.946995 -1.689333 -1.085201 -1.525541 0.971383 -0.699288 -2.39936 1.066035 -1.01339
0 -1.370902 -1.255833 2.566235 1.668258 1.034528 1.797259 -0.094355 -1.974805 -0.557473 -0.581628 -1.270375 -0.490985 -0.629651 0.185217
0 1.447387 0.291398 -1.750057 -0.714126 1.425584 1.782878 -1.019 -1.229018 -1.30726 -0.768784 0.251751 -1.605707 1.039729 0.38858
0 -0.542042 -2.056217 0.87989 0.490958 0.136458 0.563693 -1.039743 -1.504548 -0.91081 -0.317928 -0.956188 1.002471 0.302773 -0.004946
0 -1.330865 -0.810515 0.873022 -1.740734 1.866895 1.949874 -1.075937 -1.604547 0.288215 0.169761 -2.637483 2.370055 0.232622 -1.255631
0 -0.463562 -0.962523 -1.82535 -1.220165 1.143882 1.42864 -1.953182 -1.732795 0.740925 0.48096 0.113922 -0.607742 0.426364 -0.438003
0 1.849937 1.438501 -0.046979 0.755826 0.126423 1.326002 -1.999941 -1.965887 1.85493 0.308563 -1.260551 0.78665 0.686673 0.458317
0 -0.883897 -1.28972 -0.045309 1.8898 0.330724 0.977915 -1.700015 -0.088193 -1.851971 -0.156813 1.197356 0.954081 0.377497 0.478003
1 0.502701 -1.764622 0.945879 -1.101554 -0.777667 -1.012121 -0.967793 0.147958 0.381621 -0.310845 0.444956 0.005874 -0.775445 -0.281065
0 -0.859391 -0.125063 -0.734552 1.942383 1.781675 -0.095782 -1.027719 -0.583579 -1.455033 0.490103 -0.164316 -1.690813 0.692609 -0.135601
0 1.577959 0.719886 0.955202 -1.483603 1.647247 1.82577 -0.734286 -1.241573 -0.418136 0.152819 4.949127 -1.223569 -0.819706 -1.819762
0 -0.222671 0.514752 -1.051728 -1.01243 1.935455 1.565577 0.89565 -0.930926 0.747822 -1.167545 -5.148377 -1.720242 -0.032495 -0.320566
1 0.322412 0.729264 -2.314216 -1.866045 1.302731 1.586505 -1.886589 -1.941253 -0.185876 1.236743 -2.674869 2.07408 1.112172 -0.553076
0 -1.849257 -0.909546 -1.03139 1.964736 -0.343566 1.957644 -1.615013 -1.171152 0.609002 -0.071827 0.537036 0.935006 -0.257347 -2.021153
0 1.02974 -1.136086 1.04488 1.852609 -0.056203 1.130127 -1.394904 -1.410555 0.164138 1.37041 0.758903 -0.455169 1.102493 -0.644514
0 -0.04543 -0.621771 -0.018002 1.976811 1.821988 1.953919 0.247118 -0.194714 0.281302 -0.232995 1.845692 0.627737 0.409452 0.673939
0 2.286676 -0.92499 -0.478795 -0.275194 -0.150774 1.671942 0.749757 -1.612329 -0.213643 -0.745475 0.284006 1.208284 0.463446 -0.586637
0 0.989796 0.306189 -0.375323 1.460298 1.857456 1.257518 -1.484318 -1.439728 0.479176 -0.905965 0.346827 -0.524957 0.322349 0.144703
1 0.131895 0.856916 -1.060325 0.717182 1.894803 1.81539 1.755261 -1.305264 -1.114662 0.06822 -0.222811 -0.197741 -0.865858 -2.23012
0 0.046827 -0.565308 0.554574 1.943367 1.701943 1.817788 -0.167859 -1.701077 -0.628193 0.143544 -2.515814 1.849401 1.371006 0.379752
0 -0.033519 -2.853124 0.266231 -0.952986 1.968389 0.581904 -1.554218 -1.503401 1.591887 0.808728 2.139299 0.739574 -0.111376 2.303355
0 0.17714 -0.345751 -1.811826 0.314061 0.353245 1.721234 -1.279556 -1.9982 1.435818 0.073257 0.504292 -1.438361 0.533843 1.499151
1 0.890739 0.837782 -0.481198 -1.720435 1.995163 0.512671 -1.562472 -1.857053 0.946289 1.022913 -2.269819 -0.306524 1.465181 -0.74003
0 1.352258 -1.406124 0.422898 1.782187 1.836118 0.790169 1.323737 -1.164499 -0.309546 0.450759 -0.465455 0.102504 -0.871571 -1.122659
0 -0.760557 0.351068 0.679175 1.882585 0.105384 1.586536 -1.563784 -0.224135 -0.527806 1.563745 -3.237896 -1.155735 -0.727127 -1.076704
1 0.522049 -1.954205 0.587784 1.51714 -0.446986 1.999962 -0.994088 -1.845862 -1.305413 -1.559676 -1.863013 -1.861211 -1.41364 -0.751162
0 -0.848563 0.728933 1.016944 -1.991794 0.904533 0.386451 -1.962945 -1.970426 0.770105 0.689556 2.0998 1.090012 0.73568 0.610998
0 -0.028151 0.714159 -0.55585 -0.656004 -1.789403 0.183664 -1.919549 -1.940792 -0.433721 1.460876 -0.215782 -0.530371 -0.375188 -0.183248
0 -1.248768 -0.230856 0.068437 -1.766954 -0.761498 1.715766 -1.999865 -1.415367 -0.827589 1.497525 0.765497 0.171723 -0.692998 -2.289854
0 0.185189 -0.273723 0.060966 -1.783424 -0.369998 1.889638 -1.463109 -1.568199 0.576947 0.437559 0.396437 -1.2705 1.113238 0.420732
0 -0.008321 0.253021 -0.753698 1.834883 1.336872 1.841239 -1.631995 -1.645172 0.64723 0.242074 1.40251 -2.369121 0.366517 2.021387
0 -0.606376 -1.067229 1.161025 0.234202 1.984368 0.947796 0.658572 -1.9978 -0.210536 0.851352 -4.274882 0.390759 -0.842775 -0.253214
0 -1.006243 0.494688 -0.407117 1.997536 1.795781 0.316539 -1.992989 -1.47232 1.381913 0.898199 0.370313 -0.08149 -0.232124 1.318748
0 0.188498 1.303482 0.544856 -1.776975 0.667042 1.755533 -0.308751 -1.995762 1.546755 0.944952 -0.261146 0.502077 0.100249 -0.728957
0 -1.694027 -1.717613 0.97888 -0.457246 0.26984 1.978886 -1.868333 -1.667296 -1.519652 0.600113 1.15924 1.506829 1.351284 1.178252
0 0.806676 0.330269 -0.540551 0.722902 1.853995 1.721263 -1.992527 -1.570055 0.332062 -0.572273 -0.261104 0.31704 1.192538 -0.745422
0 -0.496123 -0.892557 1.47858 1.262591 0.105799 1.931509 -1.989773 -1.127648 0.047162 0.888153 0.104605 -0.258216 -1.253513 0.48533
0 -2.054792 -0.569793 -1.281508 1.836404 -0.201755 1.439446 -1.822036 1.098297 -0.952158 0.383319 -1.36316 0.767683 0.522746 0.491948
0 0.147728 2.605182 -0.066678 0.851537 1.962486 0.48479 0.435887 -1.998777 -1.081519 0.236342 2.769196 0.538003 -0.612697 0.512866
0 -2.229736 -0.895151 -1.531151 1.992961 0.519969 1.880316 -1.981586 -0.306334 -0.223246 0.358224 -0.593058 1.34462 0.630447 -0.464247
0 -1.108281 0.568074 0.216025 -0.790253 1.953421 1.07906 -1.797447 -1.985084 1.346299 1.194944 -0.655615 -0.712701 0.020638 -1.089923
0 -1.194916 0.425433 -0.881039 1.938598 -0.410229 1.975175 -1.392056 -0.748715 0.90061 0.310062 2.385035 -1.503332 -0.241772 -1.021993
0 0.727467 -1.027102 -0.42074 1.753124 1.835986 0.865092 -1.802556 -1.266826 0.027447 0.336882 1.654864 -0.099772 0.757344 -0.374109
0 -2.052248 0.075547 -1.266888 0.41659 -0.000175 1.225128 -0.305881 -1.410876 0.950268 -1.103514 -1.30724 1.544324 0.398484 -1.499579
0 -0.015771 -0.739027 1.353643 -1.922391 1.999971 1.278592 -1.019281 -0.568993 1.018959 -1.718691 -0.111855 -0.654996 1.060957 0.69945
0 2.056082 1.643962 -0.029941 0.385263 1.460818 1.718212 -0.782836 -1.967602 -1.543619 -0.480676 0.101461 0.118401 0.644752 1.429295
0 0.968734 -0.070197 -0.850617 -0.48356 1.252648 1.307689 1.242732 -1.932988 1.544831 -1.775408 0.979259 2.284686 -2.217818 0.487734
0 -1.203454 -0.958309 0.889641 1.662579 1.857187 1.021279 -0.648902 -1.962925 -1.735437 0.133374 0.220926 0.058886 0.043501 -1.118798
0 -0.564826 0.435509 -0.543079 0.17867 -0.350641 0.755398 0.816873 -1.027379 0.879536 0.474601 0.626361 0.720343 0.410063 -0.771743
0 -0.699955 1.957205 1.034202 0.723034 -0.13174 1.941799 -0.557968 -1.795047 0.403548 1.489672 1.737223 -0.867313 0.873692 -0.047079
0 1.149569 -0.169957 1.085751 0.226532 0.757573 1.907098 -0.198232 -0.643318 -1.876198 0.640769 -0.459365 1.963312 -0.556747 -0.09134
0 1.0812 -0.546825 0.314239 1.26849 -0.475345 1.164226 -1.719444 -1.996269 -0.045008 -0.868026 -3.228027 -0.789908 -1.102356 1.013636
0 1.082721 0.396715 -1.109236 0.800475 1.967482 1.798413 0.406878 -0.813504 -0.130449 0.187287 1.499327 0.607811 -0.271471 1.869483
0 0.795826 -1.655777 2.14269 1.858867 1.933219 1.780519 -0.206706 -1.846004 1.601779 0.388135 0.887233 1.132288 0.380517 1.185096
0 0.104519 -0.962127 0.660183 1.665065 1.272794 1.981322 -0.448078 -1.467371 0.428684 0.248818 -0.429703 -0.844537 1.652525 1.099671
0 0.203561 -1.37515 2.111357 0.070391 1.99951 0.570519 -1.396761 -0.536285 0.393158 0.526032 -0.44462 -1.623845 -0.247333 1.557928
0 0.205226 0.44273 0.417388 1.44564 1.804091 1.189427 -0.393347 0.034217 1.761695 -0.610691 0.594301 1.991601 -1.825002 0.389169
0 0.773927 0.602087 -2.100833 1.888136 0.939362 1.945567 -1.33357 -1.867907 1.385341 0.967722 -0.420771 -0.789017 0.425018 -2.281545
0 1.02389 -0.80594 -0.463543 1.534045 -0.94624 1.461283 -1.483879 -1.769661 1.505086 -1.088074 0.565348 -1.109158 1.263717 0.336886
0 -2.217208 1.480257 -0.562302 -1.98154 0.204162 0.783624 -1.770868 -1.056166 -0.248048 0.203974 4.607867 0.815775 1.992196 -1.482536
0 1.495664 0.325705 1.145941 1.9619 1.81026 -0.799051 -0.930751 -1.481177 1.3804 0.290949 1.365417 -2.57636 0.483254 0.715499
0 -0.608323 0.341314 -1.77629 -0.303513 -1.472818 1.983853 -2 -1.99857 0.940855 -0.51105 -1.365978 -1.571812 -0.319555 -0.271743
0 -0.020823 -0.482171 0.392127 0.194437 0.621652 1.999983 -1.42467 -1.907114 1.685342 0.324717 -1.394571 -0.672678 1.90234 0.655781
0 -0.089499 0.084119 -0.856453 0.289744 1.991954 1.999651 -0.466892 -0.626933 -0.207826 -0.288329 0.02156 1.856751 -0.431837 -1.595692
0 1.972923 0.212942 -0.501226 -1.145182 -0.809843 1.642053 0.914035 -1.964338 0.248124 -0.191171 1.308846 -2.237036 -0.675664 -1.571024
0 0.60008 -1.342754 2.414715 -0.41405 1.090431 0.618587 -0.983598 -1.182055 0.351793 0.665202 1.757818 -2.096931 0.106259 -2.281622
0 0.785286 -0.132911 -1.841148 0.264016 1.889159 1.958845 -1.78761 -1.010059 -1.690934 -0.435484 -1.705282 -1.733722 -0.938436 0.823424
0 0.522624 0.010505 1.575852 -1.747743 1.979318 -0.137878 -1.648799 -1.920035 0.380944 -0.349612 -1.289797 1.661391 -0.852567 -0.632503
0 -0.40656 -0.503082 -0.581613 1.403403 1.716016 1.69374 -1.253272 -0.831646 0.1711 0.117208 0.596469 -1.408874 -1.762864 0.084279
1 0.184801 -1.664547 0.428958 -1.973901 1.86317 1.931913 -0.732853 -1.199643 1.248154 0.248562 -0.466387 -0.211671 0.706717 -0.295548
0 1.016782 -0.755175 -1.49801 -0.910435 1.819024 1.267092 -1.872859 -1.889608 -0.403474 0.434361 -1.42793 -0.03584 -0.544391 1.150405
0 -0.761949 1.422402 0.284415 1.384006 1.530851 0.403251 -1.183346 -0.018438 0.820872 0.97757 2.322619 1.024337 -0.291299 -2.231946
0 -0.003033 -0.683545 -0.062097 -0.993398 1.404046 -1.591184 -1.982332 -1.931697 -0.154502 -0.611379 2.052962 -0.298143 1.030939 -0.685707
0 0.932153 -0.60836 -0.426335 0.847275 1.858185 1.999151 -0.895472 -1.876357 -0.639336 -1.030573 1.990666 1.571722 0.844181 0.253045
0 0.434956 -1.683763 -0.516573 1.115564 0.677354 1.224271 0.67037 0.39372 -0.073077 -0.897928 0.921507 -0.082042 -0.332233 -0.604843
0 -0.577925 -1.070845 -0.917113 1.19151 1.644287 1.636966 -1.928118 -1.893371 -1.066008 -0.003701 0.109395 2.243939 0.037264 -0.805772
0 -1.317958 1.380385 0.064379 -0.282561 1.63017 1.997347 -0.865089 1.242202 0.035666 1.198479 0.282978 -2.295415 -1.590514 1.087765
1 0.226081 0.307548 -0.293288 -1.825319 1.020546 1.953438 -1.794106 -0.729956 -0.26587 -1.186534 0.792563 -1.025464 -0.828637 -1.242523
0 0.207201 -0.46358 0.501137 -1.756175 0.564004 0.561348 -0.446723 -0.851213 0.759048 -0.255946 -2.484608 0.859028 -0.574313 1.614101
0 0.883609 1.23794 -0.723464 1.381208 0.867788 0.709766 -0.823606 -1.818576 0.493131 0.397798 2.053977 2.937206 1.012488 -2.151771
0 0.048537 -1.243415 0.750309 0.299842 1.918212 1.999463 -0.43862 -1.370043 -1.022118 1.082673 1.058756 -0.14398 1.152815 -0.83459
0 -2.529645 1.40806 0.204859 -1.143352 0.990043 1.987315 -0.977754 -0.977142 -1.065901 -0.162458 1.158839 0.303863 0.724645 1.405144
0 -1.16574 -0.342919 -1.070678 0.196644 0.561677 1.531872 -1.486154 -1.429412 0.018412 -0.00801 -0.738908 0.108211 0.203748 0.287648
0 1.455762 -0.514999 -0.868133 0.900713 0.756662 1.9768 -0.857174 -0.155306 -0.66473 0.080997 -0.335495 1.953822 1.898065 -1.878944
0 -0.368413 0.900335 -1.392402 1.499833 1.000556 -0.337727 -1.995003 -1.936872 -1.368487 -0.997314 -0.586472 -2.628985 2.432776 -0.134495
0 -0.078568 -1.155135 -0.452795 -0.782393 1.418931 1.43137 -1.529286 -1.956349 0.390083 -0.519169 -0.904492 -0.522195 -0.995088 0.110006
1 0.233429 1.200326 -0.472787 -1.143752 0.929564 0.575353 -0.424095 -1.94293 1.533913 -0.037634 0.149248 2.530029 0.434929 -0.366638
0 1.437778 1.158394 -1.199958 -0.002818 0.131032 1.901079 -1.958171 -1.844625 1.805737 -0.491398 -0.218085 0.818597 -0.973954 1.13906
0 -0.529619 -0.472497 -0.609962 -1.277056 1.815143 -1.046633 1.236401 -0.444717 -0.782715 0.168923 1.559948 1.765613 -2.624439 -0.022949
0 0.23531 0.661708 -1.491104 -1.67136 1.957374 1.203874 -1.529645 -1.907913 -0.191896 0.249197 -0.778265 -0.562618 0.944367 0.483996
0 0.451159 0.929772 -0.779511 1.889005 0.083629 1.99781 -1.05157 -0.0606 -0.377458 -0.726579 0.091572 0.033429 1.075596 1.74545
0 -0.343188 -0.792802 0.296631 1.296197 0.366906 -1.152635 -1.763391 -1.966968 -0.763175 -0.297837 -1.702674 -0.375808 -0.022577 0.543032
0 -0.038977 -1.536098 -0.777232 0.178372 1.347448 1.484017 0.654204 -1.723961 0.345012 -0.364258 -0.468336 -0.467425 1.14423 -1.810684
0 0.904171 -0.0502 -2.163043 0.897352 -0.06228 1.211274 -1.996934 -1.9982 0.624841 -0.165859 2.778364 0.789318 -1.860896 -0.149362
0 -0.299888 -0.584178 1.49388 -1.363077 1.55148 1.795861 -1.994834 -1.537722 -0.582086 -1.111814 1.488731 -0.559596 0.423361 0.252939
0 -0.253259 1.056101 1.554507 -0.117808 0.58487 1.990479 -1.728433 -0.881051 -1.045802 0.958155 2.674861 0.316823 -0.81804 -0.772782
0 -0.901428 -0.150905 -0.26013 1.98529 0.167263 0.93283 -1.805726 -1.786845 0.921896 -1.543658 2.495971 2.076022 -0.448675 0.799872
0 -0.69233 -1.258353 1.533469 -1.967376 0.997692 1.663551 -1.553297 -1.960036 0.171324 -0.821379 1.43584 1.179246 -0.703696 0.535673
0 1.314811 2.12478 -1.179494 0.474922 -0.657424 1.379086 -1.084325 -1.382498 1.117902 1.685152 2.938851 -1.093562 0.913915 -0.543124
0 -2.062322 -0.358187 -0.039468 1.658718 -0.009921 1.535929 -1.659259 -1.021848 -1.521756 0.14635 2.620114 -1.052692 -0.746177 -0.950499
0 0.530326 0.134024 -0.645151 1.999916 1.996113 1.890607 -1.655714 -1.855894 -1.041108 -0.622219 -1.71717 -0.999407 -0.753776 -0.216568
0 -0.398939 -0.384215 -0.482891 -0.207685 0.914352 1.889553 0.612609 -1.092763 -1.105812 -0.656989 -2.084486 -2.979268 0.114041 -1.618857
0 -0.150124 -0.198149 0.730544 -0.687385 1.519936 1.960623 -0.766674 -1.521072 0.138665 0.329871 -0.613179 -0.719182 1.017942 0.128427
0 0.794464 0.414939 -1.378688 1.942085 1.023617 1.881147 -1.939062 1.284592 -0.708279 -0.192513 -2.100053 -3.056924 1.842273 1.114538
0 0.015846 0.951704 0.197063 -0.143568 1.852514 1.830358 -1.603206 -0.912294 -1.216226 -0.443377 1.301661 1.603816 -0.954674 0.269697
0 -0.902944 -0.492105 -0.430137 -1.014143 0.680444 1.950452 -0.11289 -0.693584 -1.081084 -0.77763 1.717221 1.233286 0.950812 0.655358
0 -1.325637 -1.548568 -0.847657 1.949248 -1.951681 0.654203 -1.999943 -1.390421 1.611788 1.233352 0.574061 1.904828 -1.10339 -1.544054
0 -0.881036 -0.008843 -0.128725 1.990069 -0.998213 1.541444 -1.682533 -0.388435 1.100124 -0.833167 -0.540026 -2.425159 0.291866 1.519741
0 0.449868 0.365637 0.971821 -1.906882 1.682415 1.966832 0.87458 -1.60933 -0.496864 -1.30723 2.262807 0.615746 -0.920886 0.087329
0 0.04564 1.329372 -2.614283 1.16139 0.825309 1.77209 -1.939757 -1.453294 1.055044 0.364017 1.94976 0.315345 0.904819 -0.550909
0 0.737676 1.630437 -0.115689 -1.999329 0.914764 1.97244 -1.978638 -0.867518 1.062092 1.001149 2.109229 -0.803078 -0.357408 0.056226
0 1.056116 -0.500979 -0.27604 -1.959382 -1.24052 1.987105 1.009673 -1.873662 0.080625 -0.097325 -0.246925 0.876682 0.06103 -0.296354
0 0.324143 0.135899 -1.814712 -1.5088 -1.448689 1.883246 -1.933137 1.230551 -0.37524 -0.348016 0.018317 2.190186 -1.117026 0.015588
0 -0.82799 -0.215502 -0.761469 1.030593 0.265877 0.615662 -0.432173 -1.984383 -1.047397 -0.313902 -2.53773 1.237674 0.097709 0.018746
0 0.034843 0.758707 -1.165028 -0.784104 0.450972 0.380226 -1.545558 -1.220593 0.167444 -0.441615 1.748608 -0.660162 -2.067599 0.690011
0 -0.876789 -0.520262 -0.589478 -1.766512 1.96433 1.999966 -1.286723 -1.419735 0.077736 -1.170916 0.742994 -0.083593 0.407532 0.053294
0 -1.162647 -0.858454 -0.252208 -1.655194 1.429488 1.226306 -1.192372 -1.971687 0.556607 -0.426535 -2.797087 0.526193 0.208482 0.858995
0 -1.193728 0.155778 -0.044275 0.749411 1.985101 0.309884 -0.989482 -1.100652 0.056407 0.531234 -1.057954 0.507397 -1.735806 0.051218
1 -0.030734 0.301883 -0.070949 1.812809 0.593845 1.13223 -1.072022 -0.83386 -0.873858 0.148731 1.03268 -1.413976 0.81564 1.228009
0 1.47571 -0.375809 -0.726056 1.032796 -1.346603 1.190871 -1.862808 -1.556504 -0.454953 1.042085 2.251449 1.317264 -1.474335 -0.59156
0 0.581604 0.553749 0.405563 -1.793536 1.860864 0.135712 0.564567 -1.908673 0.845954 0.449774 -0.202063 -0.035265 -0.219893 1.849749
0 -1.47596 0.967045 0.445085 1.587662 -0.80565 1.728957 0.448626 -1.995081 1.253476 0.06374 -0.520586 0.09467 0.101006 -0.694169
0 -2.864205 -2.635522 -0.793035 -0.228172 0.157811 1.879792 -1.062196 -1.120548 -1.931575 -0.30832 0.13817 1.125071 -0.434713 -1.852073
0 -0.75586 -0.359055 -0.012078 1.977347 1.837062 0.460477 0.17218 -1.931991 -1.601404 -0.821357 2.209147 -2.583985 -1.027779 0.283012
0 1.326133 -1.322543 1.015472 0.59819 1.393422 1.944072 -1.988493 -0.429152 -1.269165 0.745051 -0.83087 0.352187 -1.665163 -1.536714
0 -0.787455 -0.360969 1.404608 -0.87762 0.824737 1.907558 -1.399131 -1.786949 1.577918 0.609583 2.353328 0.364361 -0.25841 -2.254392
0 -0.823886 0.699552 0.785098 -1.800158 0.696831 1.970244 -0.573193 -1.055192 -0.087173 0.135303 -1.310223 0.898383 0.867525 -0.368619
0 -1.093705 -0.549462 0.323191 -1.131465 -0.209751 1.224693 -1.924786 0.408166 -1.210021 0.282089 0.719369 -0.915821 0.030473 -0.36561
0 -0.765422 -0.773886 -0.569485 -1.85737 -0.584101 1.694522 1.578699 -1.216774 -0.150648 1.050892 -2.895286 -0.490423 0.767818 -0.940695
